gia,dientich,kieunha,tang,phongngu,phongwc,phaply,linkweb,duong,xa,quan,thanhpho
11000.0,102.0,"Nhà biệt thự, liền kề",4,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/con-8-can-pho-dt-5x17m-6x17m-9x17m-kc-tret-3-lau-shr-gia-12-ty-pr39019168,Đường Đào Trí,Phường Phú Thuận,Quận 7,Hồ Chí Minh
19500.0,200.0,Nhà mặt phố,1,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-long-phuong-phu-thanh/ban-goc-2mt-12x20-goc-2mt-30m-19-5-ty-pr39019147,Đường Bình Long,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh
33500.0,102.0,Nhà mặt phố,7,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ba-vi-phuong-4-20/ban-gap-toa-mt-khu-san-bay-q-tan-binh-dt-7-2x18m-ham-7-tang-hdt-120-tr-th-gia-33-5-ty-pr39019073,Đường Ba Vì,Phường 4,Tân Bình,Hồ Chí Minh
7500.0,45.6,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-11-1/-tien-giap-ranh-q3-tan-binh-q10-gia-dau-tu-cuc-dep-pr39019018,Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Hồ Chí Minh
21000.0,343.0,Nhà riêng,0,26,26,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/ngop-ngan-hang-ban-26-phong-tro-p-26-binh-thanh-gia-re-dt-377m-cn343m-gia-21-ty-pr39019003,Đường  Nguyễn Xí,Phường 26,Bình Thạnh,Hồ Chí Minh
16500.0,140.0,Nhà riêng,3,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-thi-phuong-phuoc-long-b-prj-khu-dan-cu-gia-hoa/chinh-chu-ban-7x20-mt-kdc-plb-q9-re-t-chi-17-ty-pr38978078,Đường Nguyễn Đình Thi,Phường Phước Long B,Quận 9,Hồ Chí Minh
5500.0,19.0,Nhà mặt phố,5,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-khanh-hoi-phuong-4/chuyen-nhuong-can-tien-5-tang-4-quan-4-75m2-chi-5-5-ty-pr38929831,Đường Khánh Hội,Phường 4,Quận 4,Hồ Chí Minh
2800.0,40.0,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-phuong-11-7/ban-gap-cach-cho-cay-thi-100m-11-binh-thanh-pr39015340,Đường Nguyên Hồng,Phường 11,Bình Thạnh,Hồ Chí Minh
16500.0,72.0,Nhà mặt phố,3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-15-phuong-tan-kieng/ban-15-quan-7-dt-4x20m-2-lau-16-5-ty-8x21-gia-26-ty-vi-tri-dep-7x20-gia-31-ty-pr38958552,Đường Số 15,Phường Tân Kiểng,Quận 7,Hồ Chí Minh
3200.0,64.0,Nhà riêng,1,1,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-hiep-thanh-45-phuong-hiep-thanh-3/chinh-chu-ban-4x16-da-len-so-hong-so-104-80-20-ht45-quan-12-pr38591361,Đường Hiệp Thành 45,Phường Hiệp Thành,Quận 12,Hồ Chí Minh
15500.0,90.0,"Nhà biệt thự, liền kề",4,5,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/gio-hang-8-2023-mua-truc-tiep-cdt-ck-den-13-ho-tro-vay-len-den-80-lh-0901840059-pr37818733,Đường Võ Chí Công,Phường Phú Hữu,Quận 9,Hồ Chí Minh
8500.0,160.0,"Nhà biệt thự, liền kề",3,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-truong-thanh-prj-khu-do-thi-moi-dong-tang-long/-168m2-gia-ngop-sieu-re-tai-kdt-long-pr38797059,Đường Nguyễn Duy Trinh,Phường Trường Thạnh,Quận 9,Hồ Chí Minh
6800.0,44.3,Nhà mặt phố,5,4,4,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-dinh-hoi-phuong-16-1/ban-lien-ke-mt-p16-q8-co-garage-cach-q-1-chi-18p-thuan-tien-di-cac-noi-pr38971844,Đường Trương Đình Hội,Phường 16,Quận 8,Hồ Chí Minh
9000.0,77.0,Nhà mặt phố,5,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-16-1/co-so-giay-phep-xd-dg-ep-coc-t10-2024-b-giao-mt-d-cach-q-1-chi-18p-pr38971930,Đường An Dương Vương,Phường 16,Quận 8,Hồ Chí Minh
55000.0,160.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-dinh-xu-phuong-nguyen-cu-trinh/8x20m-dep-t-mt-quan-1-gia-55-ty-txd-toa-7-tang-san-thuong-moi-100-pr39017801,Đường Trần Đình Xu,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh.
7250.0,50.0,Nhà riêng,4,4,5,,https://batdongsan.com.vn/ban-nha-rieng-duong-so-4-phuong-11-8/-ngay-trung-tam-4-p-11-4-lau-full-noi-that-oto-5m-pr39017719,Đường Số 4,Phường 11,Gò Vấp,Hồ Chí Minh
8900.0,90.0,Nhà riêng,4,4,5,,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-5-15/giam-manh-1-ty-ban-goc-2-mat-tien-p-5-10m-5-lau-xay-moi-pr38944548,Đường Dương Quảng Hàm,Phường 5,Gò Vấp,Hồ Chí Minh
3800.0,45.0,Nhà riêng,3,3,3,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-nghi-phuong-5-15/lh-dap-gia-ngop-gan-dai-hoc-cn-4-p5-go-vap-4-9x9-4-6ty-con-3-8ty-pr38410076,Đường Nguyễn Văn Nghi,Phường 5,Gò Vấp,Hồ Chí Minh
30500.0,77.0,Nhà mặt phố,6,9,9,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hong-bang-phuong-12-2/-tien-kinh-doanh-6-tang-30-5-ty-pr37049909,Đường Hồng Bàng,Phường 12,Quận 5,Hồ Chí Minh
3900.0,62.5,Nhà riêng,2,2,3,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-so-6-phuong-long-binh-3/ban-65m2-gan-vinhomes-grand-park-quan-9-7m-phan-o-via-he-gia-nhinh-3-ty-pr39017503,Đường Số 6,Phường Long Bình,Quận 9,Hồ Chí Minh.
30000.0,176.0,Nhà riêng,4,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-17-1/hang-hiem-goc-2-mt-q-binh-thanh-giap-q-1-11x17m-4-tang-gia-30-ty-chinh-chu-pr39017524,Đường Xô Viết Nghệ Tĩnh,Phường 17,Bình Thạnh,Hồ Chí Minh
4500.0,84.0,Nhà mặt phố,0,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-thu-xa-xuan-thoi-son/-tien-4x23-gan-truong-thpt-pham-van-sang-hoc-mon-pr36181712,Đường Nguyễn Thị Thử,Xã Xuân Thới Sơn,Hóc Môn,Hồ Chí Minh
6900.0,108.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-huong-lo-2-phuong-binh-tri-dong-a/-sieu-hot-gap-ban-tan-hxh-6m-thong-8mx14-108m2-gara-o-to-4-tang-gia-6-9-ty-tl-pr39017203,Đường Hương lộ 2,Phường Bình Trị Đông A,Bình Tân,Hồ Chí Minh
6190.0,22.0,Nhà mặt phố,3,2,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-11-7/nhinh-6-ty-cho-can-mt-cn-22m2-1t-2l-duc-vi-tri-cuc-dep-lh-pr39012081,Đường Phạm Văn Đồng,Phường 11,Bình Thạnh,Hồ Chí Minh
3500.0,33.0,Nhà riêng,2,2,2,Đã có sổ,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-1-15/-ban-hem-3m-quan-5-duoi-5-ty-pr39016954,Đường Trần Hưng Đạo,Phường 1,Quận 5,Hồ Chí Minh
7500.0,68.0,"Shophouse, nhà phố thương mại",2,2,1,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/-phu-my-hung-tang-2-grandview-68m2-gia-7-5-ty-uu-dai-0-ls-den-t12-2025-lh-pr39016854,Đường Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,Hồ Chí Minh
7800.0,108.7,Nhà mặt phố,0,0,0,Sổ đỏ.,https://batdongsan.com.vn/ban-nha-mat-pho-duong-lieu-binh-huong-xa-tan-thong-hoi-1/chinh-chu-ban-tien-60-thi-tran-cu-chi-ngang-hon-5m-sam-uat-pr39002740,Đường Liêu Bình Hương,Xã Tân Thông Hội,Củ Chi,Hồ Chí Minh
85000.0,93.0,Nhà mặt phố,10,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-lai-phuong-ben-thanh/ban-khach-san-tien-phan-chau-trinh-p-q1-dt-4-5x22m-ham-10-tang-gia-85-ty-pr39016327,Đường Lê Lai,Phường Bến Thành,Quận 1,Hồ Chí Minh
32000.0,93.6,Nhà mặt phố,5,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-nguyen-cu-trinh/40-ty-giam-con-32-ty-goc-2mt-thuong-hieu-5-2x18m-4-tang-hd-180-tr-th-tin-that-pr38899982,Đường Trần Hưng Đạo,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh.
6800.0,168.0,"Shophouse, nhà phố thương mại",2,1,1,Đang chờ sổ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-1-phuong-truong-tho-2-prj-lavita-charm/can-tien-di-nuoc-ngoai-ban-lai-gap-can-view-noi-khu-tm17-gia-6-8-ty-pr37045128,Đường 1,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh
130000.0,320.0,"Nhà biệt thự, liền kề",4,5,5,Đã có sổ đỏ vĩnh viễn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chinh-chu-ban-dt-275m2-320m2-500m2-600m2-gia-134-ty-can-pr38726477,Đường Điện Biên Phủ,Phường 22,Bình Thạnh,Hồ Chí Minh
13500.0,85.0,"Nhà biệt thự, liền kề",4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/ban-gap-can-day-du-noi-that-gia-tot-t-du-an-thuong-luong-nh-pr38582797,Đường Liên Phường,Phường Phú Hữu,Quận 9,Hồ Chí Minh
7000.0,100.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-thi-do-phuong-hiep-thanh-3/gia-sieu-tot-chinh-chu-can-ban-gap-4-tang-thoang-dep-gan-cong-vien-an-ninh-tot-trung-tam-q12-pr39000402,Đường Trần Thị Do,Phường Hiệp Thành,Quận 12,Hồ Chí Minh
37200.0,88.2,Nhà mặt phố,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nhieu-tam-phuong-5-9/mt-cho-hoa-binh-khu-kinh-doanh-vang-bac-da-quy-si-le-noi-tieng-nhat-quan-5-ha-gia-10-ty-pr37306687,Đường Nhiêu Tâm,Phường 5,Quận 5,Hồ Chí Minh
35000.0,68.0,Nhà mặt phố,3,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-de-tham-phuong-cau-ong-lanh/khong-co-can-thu-2-mt-q1-gia-re-nhu-the-nay-pr37306222,Đường Đề Thám,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh
7300.0,74.0,Nhà riêng,5,4,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-huong-lo-2-phuong-binh-tri-dong-a/ban-74m2-duc-4-5-tam-hem-8m-thong-2-q-tan-pr38523285,Đường Hương lộ 2,Phường Bình Trị Đông A,Bình Tân,Hồ Chí Minh
20500.0,200.0,"Nhà biệt thự, liền kề",5,4,4,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-vinhomes-grand-park/gio-hang-ngop-pho-shophouse-cap-t-24-7-lh-mr-duc-pr38487634,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,Quận 9,Hồ Chí Minh
72000.0,222.0,Nhà mặt phố,6,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-mai-van-vinh-phuong-tan-quy/ban-toa-51chdv-quan-7-12x18m-dtcn-222m2-ham-8-lau-pr39016186,Đường Mai Văn Vĩnh,Phường Tân Quy,Quận 7,Hồ Chí Minh
3830.0,74.8,Nhà riêng,1,1,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-phuong-truong-tho-2/ngan-hang-phat-mai-tai-san-tai-tp-thu-duc-dien-tich-74-8m2-pr39015986,,Phường Trường Thọ,Thành phố Thủ Đức,Hồ Chí Minh
73000.0,525.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bach-dang-phuong-14-7/hang-kin-gia-soc-tien-q-binh-thanh-15x35m-xd-ham-9-tang-gia-ha-ve-72-ty-pr39015810,Đường Bạch Đằng,Phường 14,Bình Thạnh,Hồ Chí Minh
15500.0,100.0,"Nhà biệt thự, liền kề",4,6,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-7-10/ban-pho-cityland-07-quan-go-vap-tp-hcm-pr38497626,,Phường 7,Gò Vấp,Hồ Chí Minh
19000.0,140.0,Nhà mặt phố,2,4,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doc-lap-phuong-tan-thanh/cap-biet-thu-6x23m-2-lau-gia-19-ty-gan-nga-tu-son-nhi-pr39015699,Đường Độc Lập,Phường Tân Thành,Tân Phú,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
8800.0,280.0,Nhà mặt phố,0,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-thoi-nhi-9-xa-tan-thoi-nhi/ban-gap-vuon-dt-280m2-tien-ttn9-gan-truong-ly-chinh-thang-nga-3-lam-son-hoc-mon-pr38954554,Đường Tân Thới Nhì 9,Xã Tân Thới Nhì,Hóc Môn,Hồ Chí Minh
177000.0,225.0,"Nhà biệt thự, liền kề",4,5,5,Sổ hồng chính chủ vĩnh viễn,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/chu-can-ban-bason-can-goc-view-song-sai-gon-quan-1-da-hoan-thien-noi-that-dep-pr38923636,Phố Tôn Đức Thắng,Phường Bến Nghé,Quận 1,Hồ Chí Minh
39000.0,324.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-huong-phuong-tan-quy-2/ban-goc-2mt-q-phu-13-5x24m-gpxd-ham-7-g-gia-39-ty-tin-that-100-pr39015141,Đường Tân Hương,Phường Tân Quý,Tân Phú,Hồ Chí Minh
16000.0,142.0,Nhà mặt phố,4,4,4,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-my-loi-phuong-thanh-my-loi/can-ban-so-12-khu-1-p-q-2-dt-142m2-mt-5m-1-tret-3-lau-pr28656262,Đường Thạnh Mỹ Lợi,Phường Thạnh Mỹ Lợi,Quận 2,Hồ Chí Minh.
18200.0,126.0,"Nhà biệt thự, liền kề",0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-linh-phuong-tan-phong-9-prj-khu-dan-cu-ven-song-sadeco/ban-nh-can-pho-gia-tot-t-tai-quan-7-pr38955220,Đường Nguyễn Văn Linh,Phường Tân Phong,Quận 7,Hồ Chí Minh
40000.0,120.0,Nhà mặt phố,6,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-quoc-thao-phuong-vo-thi-sau/ban-toa-chdv-p-q3-dt-8x15m-6tang-hdt-150tr-th-chi-40-ty-pr39014557,Đường Trần Quốc Thảo,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
149000.0,1.05,Nhà mặt phố,0,2,2,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-nghi-phuong-7-10/ban-gap-1-50m2-mtkd-p7-go-vap-pr39013913,Đường Nguyễn Văn Nghi,Phường 7,Gò Vấp,Hồ Chí Minh
11900.0,80.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/-dep-doan-tet-ban-hem-xe-tai-4-tam-moi-cung-xe-hoi-dau-trong-pr39013897,Đường Đặng Thùy Trâm,Phường 13,Bình Thạnh,Hồ Chí Minh
9900.0,60.0,Nhà riêng,3,6,6,,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/gia-10-9-ty-ha-gia-1-ty-con-9-9-ty-26-binh-thanh-pr39013877,Đường  Nguyễn Xí,Phường 26,Bình Thạnh,Hồ Chí Minh
9600.0,45.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-13-5/tuyet-pham-3-lau-moi-100-full-noi-that-cao-cap-hem-xe-hoi-tham-quan-10-pr38972021,Đường Cách Mạng Tháng Tám,Phường 13,Quận 10,Hồ Chí Minh
7000.0,87.3,Nhà riêng,2,4,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-18-1-phuong-thanh-my-loi/ban-1-tret-1-lau-sec-18-tp-thu-duc-pr37831587,Đường 18,Phường  Thạnh Mỹ Lợi,Quận 2,Hồ Chí Minh
65000.0,282.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-quang-dieu-phuong-14-1/-tien-le-van-sy-15-x-20m-ham-8-lau-hdt-550tr-thang-ho-boi-65-ty-tl-pr38355529,Đường Trần Quang Diệu,Phường 14,Quận 3,Hồ Chí Minh
129.0,290.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-no-trang-long-phuong-11-7/ne-xau-ban-tien-11-25m-cn-270m2-ctxd-ham-7l-gia-129tr-m2-pr38387192,Đường Nơ Trang Long,Phường 11,Bình Thạnh,Hồ Chí Minh
12500.0,178.0,Nhà riêng,3,11,11,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-17-4-phuong-tan-thuan-tay-1/hem-xh-ttam-q7-dtich-178m2-gia-chi-hon-12-ty-that-100-pr39013402,Đường 17,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh
2490.0,24.0,Nhà riêng,3,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-10-10/ban-3-l-gia-2ty490-hem-6m-thong-kinh-doanh-pr39013366,Đường Âu Cơ,Phường 10,Tân Bình,Hồ Chí Minh
16000.0,169.0,Nhà riêng,3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-binh-loi-phuong-13-7/sieu-pham-don-tet-ban-hem-xe-hoi-p13-bt-7-24-sat-mat-tien-co-gia-tot-pr39012497,Đường Bình Lợi,Phường 13,Bình Thạnh,Hồ Chí Minh
49000.0,98.0,Nhà mặt phố,2,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ly-thuong-kiet-phuong-15-4/ban-gap-tien-p-15-q-11-doi-dien-dai-hoc-bach-khoa-pr39013319,Đường  Lý Thường Kiệt,Phường 15,Quận 11,Hồ Chí Minh
40000.0,171.0,Nhà mặt phố,6,1,1,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-minh-khai-phuong-da-kao/ban-gap-goc-2-mt-9x20m-cn-171m2-6-tang-hd-200-tr-th-40-ty-tin-that-100-pr38687050,Đường Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,Hồ Chí Minh
14900.0,85.0,Nhà riêng,0,4,0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cong-hoan-phuong-7-11/ban-gan-phan-xich-long-pn-85m2-ngang-4m-gan-mt-kien-truc-su-thiet-ke-ti-mi-thang-may-vi-vu-pr39013300,Đường Nguyễn Công Hoan,Phường 7,Phú Nhuận,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
8700.0,62.0,Nhà riêng,5,5,4,Sổ hồng riêng,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-banh-phuong-13-9/ban-dep-5-tang-gan-70m2-4-5x15-ngay-hem-nhua-xe-hoi-tranh-pr39013245,Đường Huỳnh Văn Bánh,Phường 13,Phú Nhuận,Hồ Chí Minh
16500.0,126.0,"Nhà biệt thự, liền kề",4,6,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoang-quoc-viet-phuong-phu-my-9-prj-khu-dan-cu-phu-my/ro-hang-con-10-can-kdc-vph-q7-dt-6x21m-10-5x21m-11x21m-gia-19-ty-can-lh-pr38920440,Đường Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,Hồ Chí Minh
24000.0,100.0,Nhà mặt phố,4,5,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-5-15-prj-cityland-garden-hills-go-vap/-5-quan-vap-pr37111331,Đường Phan Văn Trị,Phường 5,Gò Vấp,Hồ Chí Minh
7780.0,56.0,Nhà riêng,3,4,5,"Sổ hồng hoàn công đầy đủ, công chứng ngay",https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-9-11/giam-gia-sieu-shock-e-chan-dai-4x14-2m-3lau-hxh-7m-p9-go-vap-pr39012100,Đường Phạm Văn Chiêu,Phường 9,Gò Vấp,Hồ Chí Minh
7700.0,170.0,Nhà riêng,3,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-binh-thanh-phuong-binh-hung-hoa-b/ban-85-kdc-vinh-loc-bhhb-8-14m-no-hau-10m-3lau-7-7ty-pr38889497,85/ Đường Bình Thành,Phường Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
28000.0,170.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-nao-phuong-binh-an/flash-sale-ban-gap-truoc-tet-chi-con-it-ngay-de-san-hang-ngop-cuoi-nam-pr39011794,Đường Trần Não,Phường Bình An,Quận 2,Hồ Chí Minh
10500.0,78.3,Nhà riêng,2,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-hung-phu-phuong-9-8/chinh-chu-ban-gap-can-doi-d-p9-q8-ke-ubnd-va-tyt-ong-78-3m2-hxh-shr-pr39011643,Đường Hưng Phú,Phường 9,Quận 8,Hồ Chí Minh
11500.0,51.6,Nhà riêng,5,6,7,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-pho-phan-dang-luu-phuong-3-21/ban-moi-cung-nam-ngay-truc-phu-nhuan-5-tam-co-gara-dau-xe-hoi-pr39011547,Đường  Phan Đăng Lưu,Phường 3,Phú Nhuận,Hồ Chí Minh
8400.0,121.0,Nhà riêng,5,15,15,,https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/chu-ngop-bank-ra-gap-can-ho-dich-vu-15-phong-121m2-8-4-ty-pr38093044,Đường Lê Đức Thọ,Phường 16,Gò Vấp,Hồ Chí Minh
9500.0,96.0,Nhà riêng,4,4,5,,https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-11-8/chu-ngop-bank-ra-gap-mat-tien-tro-hanh-thong-tay-105m2-10-5-ty-pr37941568,Đường Quang Trung,Phường 11,Gò Vấp,Hồ Chí Minh
950.0,27.0,Nhà riêng,2,2,2,ĐSH,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-binh-xa-phu-xuan/-dep-cach-lon-chi-60m-khu-dan-cu-hien-huu-pr38509855,Đường Nguyễn Bình,Xã Phú Xuân,Nhà Bè,Hồ Chí Minh
4400.0,50.0,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-anh-thu-phuong-hiep-thanh-3/can-ban-gap-sieu-dep-ngay-lon-pr38651599,Đường Nguyễn Ảnh Thủ,Phường Hiệp Thành,Quận 12,Hồ Chí Minh
6950.0,40.0,Nhà riêng,5,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-11-1/cc-ban-hxt-10m-cmt8-p11-q3-dt-4x10-tret-4-lau-st-sieu-dep-4-phong-ngu-5wc-gia-6-95-ty-pr38950438,Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Hồ Chí Minh
8600.0,38.0,Nhà riêng,5,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-da-kao/qua-ngon-duy-nhat-1-can-hem-18a-ntmk-q-1-5-tang-4pn-5wc-ngop-bank-gap-ban-8-ty-nhinh-pr39009360,Đường Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,Hồ Chí Minh
7990.0,36.9,Nhà riêng,4,4,4,,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-huy-ich-phuong-14-8/-pho-moi-xay-tuyet-dep-duc-5-tam-gia-7-ty-990-trieu-pr38960173,Đường Phan Huy Ích,Phường 14,Gò Vấp,Hồ Chí Minh
